longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,MedianPrice
-122.17,39.94,32,2352,477.0,1316,447,2.2292,INLAND,57400
-117.82,33.77,32,2308,301.0,967,320,7.0565,<1H OCEAN,324600
-117.69,33.62,18,4265,581.0,2025,544,6.4598,<1H OCEAN,282700
-121.91,36.61,30,2755,597.0,1519,554,3.2952,NEAR OCEAN,234600
-120.84,37.05,8,1944,283.0,814,276,5.3988,INLAND,165500
-118.75,34.27,24,3241,461.0,1567,446,5.5983,<1H OCEAN,233300
-118.32,34.04,39,2965,812.0,2638,794,2.532,<1H OCEAN,172700
-117.26,33.04,18,2229,346.0,1088,352,6.3525,NEAR OCEAN,278300
-117.77,33.84,5,4380,715.0,1913,741,6.7274,<1H OCEAN,266400
-117.92,33.74,24,5321,1063.0,4011,1047,4.3882,<1H OCEAN,189300
-121.46,38.7,32,965,183.0,568,188,3.8611,INLAND,93900
-118.31,33.97,52,1629,277.0,819,288,3.725,<1H OCEAN,142600
-117.06,32.6,33,905,205.0,989,222,2.7014,NEAR OCEAN,108200
-119.05,34.13,12,57,22.0,69,15,5.0066,NEAR OCEAN,275000
-121.91,37.27,30,4412,862.0,2168,772,5.0062,<1H OCEAN,232000
-117.17,34.12,2,3867,573.0,1275,433,5.4138,INLAND,164400
-117.69,33.58,8,2887,351.0,1176,351,10.3953,<1H OCEAN,500001
-118.08,33.88,30,1901,519.0,2685,496,3.2639,<1H OCEAN,120100
-121.43,38.46,18,1378,235.0,818,262,4.0625,INLAND,100300
-117.7,35.62,18,2657,496.0,1426,483,3.5931,INLAND,71900
-119.8,36.75,41,1659,466.0,1391,447,1.3527,INLAND,61200
-117.27,33.23,5,20908,3933.0,9690,3510,4.1405,<1H OCEAN,198500
-118.4,34.02,27,515,201.0,397,228,2.4135,<1H OCEAN,184400
-117.67,33.66,4,10175,2181.0,4762,1929,4.7341,<1H OCEAN,237400
-115.56,32.79,18,1178,438.0,1377,429,1.3373,INLAND,58300
-122.42,37.8,52,3823,1040.0,1830,977,4.2458,NEAR BAY,450000
-118.16,34.04,45,332,70.0,302,60,3.1895,<1H OCEAN,156300
-119.73,34.44,48,2114,390.0,973,367,4.8021,NEAR OCEAN,351100
-121.84,37.24,18,3574,504.0,1803,536,6.7836,<1H OCEAN,274100
-122.26,38.0,14,2338,391.0,1003,398,4.2269,NEAR BAY,170500
-117.69,34.0,28,707,154.0,561,129,2.5781,INLAND,111600
-117.19,33.41,16,3031,554.0,1301,518,4.0882,<1H OCEAN,296100
-118.26,34.08,52,984,276.0,994,260,2.3816,<1H OCEAN,166700
-120.44,34.95,38,3004,794.0,2601,747,2.2743,<1H OCEAN,106400
-122.56,38.06,19,15622,2721.0,6109,2615,5.0965,NEAR BAY,295300
-121.04,39.22,14,1889,471.0,853,399,2.25,INLAND,112500
-122.69,39.02,27,2199,527.0,744,316,2.1094,INLAND,72400
-121.94,37.34,29,3377,853.0,1674,792,3.4233,<1H OCEAN,229300
-120.39,36.78,11,1947,488.0,2104,486,1.7184,INLAND,55200
-118.14,33.86,43,2104,382.0,1071,396,5.0,<1H OCEAN,208900
-117.84,34.0,26,797,117.0,383,114,6.8758,<1H OCEAN,253800
-121.45,36.51,29,1045,311.0,1245,273,1.775,<1H OCEAN,112500
-122.46,37.68,23,2812,769.0,1983,681,2.9413,NEAR OCEAN,229400
-121.05,39.13,10,3063,497.0,1168,507,4.4375,INLAND,185100
-117.95,33.86,35,2478,431.0,1333,427,5.2099,<1H OCEAN,191400
-117.9,33.71,16,4208,630.0,2592,662,6.1966,<1H OCEAN,260500
-122.27,37.82,41,3221,853.0,1959,720,1.1108,NEAR BAY,97500
-118.52,34.04,43,2167,254.0,761,256,13.6842,<1H OCEAN,500001
-119.68,34.44,23,2600,398.0,917,374,8.7394,<1H OCEAN,500001
-121.75,37.29,15,1486,310.0,455,296,4.3365,<1H OCEAN,221000
-124.13,40.78,34,2142,420.0,1056,382,2.1101,NEAR OCEAN,86900
-121.49,38.57,51,1492,385.0,736,365,1.7155,INLAND,108800
-117.37,33.19,33,2205,453.0,1138,439,2.8819,NEAR OCEAN,208600
-118.28,34.12,50,2384,312.0,836,337,12.8763,<1H OCEAN,500001
-117.16,32.73,52,1863,559.0,906,493,1.9203,NEAR OCEAN,195800
-118.19,33.77,31,1711,691.0,1092,568,1.0714,NEAR OCEAN,150000
-122.42,37.73,48,1474,308.0,998,330,4.0781,NEAR BAY,250300
-121.32,37.96,5,123,21.0,50,20,2.7656,INLAND,50000
-117.19,34.94,31,2034,444.0,1097,367,2.1522,INLAND,60800
-122.43,37.74,52,2229,498.0,1079,472,5.0196,NEAR BAY,324300
-118.19,33.83,30,2246,552.0,1032,548,3.5871,NEAR OCEAN,347100
-122.23,38.33,31,3440,574.0,1538,537,5.5368,NEAR BAY,325900
-118.42,34.15,48,680,131.0,268,126,4.615,<1H OCEAN,371400
-118.06,33.98,50,1146,238.0,579,213,2.9583,<1H OCEAN,172600
-117.75,34.05,37,378,92.0,503,103,2.1908,INLAND,94600
-122.22,37.47,23,7740,1943.0,4124,1743,3.3268,NEAR OCEAN,322800
-117.56,33.89,16,693,185.0,365,176,2.3417,INLAND,191700
-117.47,33.91,21,3491,760.0,1920,669,2.2241,INLAND,127300
-118.49,34.23,32,4373,683.0,2040,693,5.2668,<1H OCEAN,242300
-117.18,32.92,4,15025,2616.0,7560,2392,5.196,<1H OCEAN,210700
-117.59,34.09,16,2401,465.0,1757,500,3.9755,INLAND,120400
-121.98,36.99,14,6787,1454.0,3416,1357,3.5943,NEAR OCEAN,262400
-117.31,33.94,7,11232,1791.0,4218,1644,5.2713,INLAND,216500
-116.97,33.78,24,2680,606.0,1728,527,2.535,INLAND,74800
-119.03,35.36,41,2551,594.0,1342,595,1.9671,INLAND,76800
-120.37,34.69,18,1868,315.0,747,265,4.7946,NEAR OCEAN,290600
-121.85,39.75,39,568,127.0,267,129,1.8095,INLAND,78100
-117.34,33.06,17,2718,518.0,815,403,4.3182,NEAR OCEAN,357100
-117.02,32.68,14,3986,675.0,2065,702,5.7192,NEAR OCEAN,267400
-118.08,34.58,5,1113,186.0,631,168,4.1719,INLAND,146600
-118.19,34.65,33,1781,326.0,913,314,3.9963,INLAND,126800
-117.79,33.76,25,2037,252.0,796,249,11.0546,<1H OCEAN,487200
-122.35,37.95,42,1485,290.0,971,303,3.6094,NEAR BAY,114600
-118.05,33.85,25,2856,388.0,1212,362,6.1737,<1H OCEAN,313100
-120.29,37.94,17,1459,297.0,753,271,3.05,INLAND,144800
-117.38,34.22,16,774,122.0,489,136,5.7628,INLAND,221300
-118.26,34.17,20,5949,1417.0,2593,1337,3.8576,<1H OCEAN,318600
-122.17,37.74,47,463,134.0,327,137,2.15,NEAR BAY,97200
-118.65,34.19,27,2772,511.0,1346,497,5.2016,<1H OCEAN,243000
-121.93,37.27,28,3428,753.0,1753,729,4.1033,<1H OCEAN,281000
-118.14,33.84,36,3002,484.0,1322,471,4.933,<1H OCEAN,228900
-118.45,34.17,33,3100,687.0,1388,658,4.3333,<1H OCEAN,261300
-118.19,34.04,39,1074,323.0,1613,308,2.3015,<1H OCEAN,131700
-121.81,37.35,29,2396,452.0,2000,481,4.375,<1H OCEAN,185500
-118.13,33.93,34,2122,517.0,1578,488,3.1496,<1H OCEAN,191900
-118.03,34.1,38,2301,416.0,1079,398,4.4236,INLAND,233600
-118.79,34.27,27,1146,189.0,595,197,4.5833,<1H OCEAN,198500
-121.94,36.99,11,4571,924.0,2004,847,4.2898,NEAR OCEAN,221700
-121.89,37.25,23,2705,449.0,1180,442,6.0791,<1H OCEAN,316500
-121.35,38.0,22,3564,730.0,1539,699,3.675,INLAND,152400
-122.15,37.47,39,1295,239.0,566,242,5.6407,NEAR BAY,326400
-119.76,36.82,17,6932,1486.0,3056,1453,2.3375,INLAND,99300
-122.54,37.7,36,3988,732.0,1793,708,4.2472,NEAR OCEAN,292500
-118.19,34.06,44,1734,364.0,1133,351,2.5132,<1H OCEAN,163100
-121.77,37.31,16,1649,228.0,769,230,6.6455,<1H OCEAN,302600
-121.46,38.51,18,2123,606.0,1576,599,1.5735,INLAND,110000
-118.27,33.95,43,1156,291.0,1074,299,1.8814,<1H OCEAN,94900
-118.33,34.12,23,1894,416.0,769,392,6.0352,<1H OCEAN,500001
-117.82,33.67,17,2895,439.0,1588,450,6.276,<1H OCEAN,290700
-118.28,33.77,47,307,69.0,374,65,2.9063,<1H OCEAN,146900
-121.83,38.45,36,839,158.0,446,167,2.3438,INLAND,122700
-121.3,37.96,31,2668,812.0,1398,721,1.125,INLAND,110400
-117.1,32.75,21,2063,609.0,1686,558,1.4828,NEAR OCEAN,94800
-121.46,38.57,52,810,172.0,326,151,3.1583,INLAND,140000
-122.31,38.0,26,3735,641.0,1708,633,4.621,NEAR BAY,191100
-118.18,33.85,38,3596,862.0,2416,832,3.6897,<1H OCEAN,169800
-118.87,34.22,14,3108,451.0,1566,434,6.2423,<1H OCEAN,305400
-121.93,37.13,37,1150,203.0,511,179,5.7415,<1H OCEAN,398500
-117.74,33.85,4,5416,820.0,1753,583,6.9544,<1H OCEAN,314000
-118.09,34.07,38,1036,226.0,1058,235,3.2578,<1H OCEAN,184200
-122.06,37.71,36,3541,570.0,1478,529,4.635,NEAR BAY,248600
-121.08,38.95,18,1931,380.0,1271,377,2.7463,INLAND,156100
-122.17,37.73,43,1473,371.0,1231,341,2.1587,NEAR BAY,86500
-118.13,34.21,36,1449,235.0,621,210,6.1824,INLAND,274100
-118.07,34.09,40,1745,370.0,1293,357,2.5474,<1H OCEAN,198100
-120.87,39.15,17,1819,389.0,736,283,2.8603,INLAND,128900
-121.41,38.56,17,7228,1369.0,2455,1365,5.1385,INLAND,179500
-118.27,34.06,26,513,338.0,1204,321,1.4904,<1H OCEAN,275000
-123.1,38.97,36,1211,247.0,697,251,2.5761,<1H OCEAN,94900
-117.85,33.8,40,1461,286.0,1322,264,4.3269,<1H OCEAN,194100
-122.42,37.79,52,3364,1100.0,2112,1045,2.1343,NEAR BAY,400000
-121.31,37.44,33,69,28.0,47,14,0.536,INLAND,112500
-121.23,37.78,20,273,49.0,149,49,4.8229,INLAND,158300
-122.18,37.68,5,2087,407.0,840,401,5.4858,NEAR BAY,187800
-117.31,33.25,13,3075,630.0,1843,674,2.8558,<1H OCEAN,97100
-118.31,33.94,41,1353,286.0,751,250,2.7401,<1H OCEAN,131700
-117.64,33.51,14,1343,175.0,650,184,7.2648,<1H OCEAN,363200
-118.37,34.09,24,630,172.0,257,147,5.5224,<1H OCEAN,400000
-122.13,37.66,19,862,167.0,407,183,4.3456,NEAR BAY,163000
-117.92,33.57,37,3355,492.0,921,366,7.2988,NEAR OCEAN,500001
-118.19,34.02,40,474,124.0,546,121,2.3438,<1H OCEAN,137500
-118.08,34.02,14,3789,810.0,2551,793,2.9321,<1H OCEAN,144200
-122.35,37.93,39,2002,416.0,1166,395,1.7257,NEAR BAY,91500
-117.25,32.82,23,6139,826.0,2036,807,9.5245,NEAR OCEAN,500001
-118.04,33.93,36,1045,239.0,1165,230,3.1979,<1H OCEAN,161800
-117.66,33.6,25,3745,522.0,1648,496,7.5488,<1H OCEAN,278100
-121.88,37.32,30,1242,338.0,1438,325,2.6607,<1H OCEAN,169300
-118.24,33.98,45,173,42.0,230,57,3.0724,<1H OCEAN,110700
-121.98,37.36,32,1199,229.0,814,238,4.6719,<1H OCEAN,252100
-122.23,37.8,50,1746,480.0,1149,415,2.25,NEAR BAY,123500
-122.4,37.68,41,2267,486.0,1045,459,4.1146,NEAR BAY,272200
-118.91,35.27,29,1401,317.0,1344,306,2.0921,INLAND,61400
-118.45,34.15,10,1091,260.0,517,266,4.1727,<1H OCEAN,332600
-119.76,36.81,19,4643,1429.0,4638,1335,1.2716,INLAND,69400
-122.44,37.66,36,1447,276.0,799,275,4.7639,NEAR OCEAN,265600
-122.24,37.55,3,6164,1175.0,2198,975,6.7413,NEAR BAY,435900
-122.94,38.57,33,1530,266.0,728,250,5.1005,<1H OCEAN,266700
-119.0,35.4,44,2250,378.0,928,379,4.3906,INLAND,93900
-116.26,33.65,3,7437,1222.0,574,302,10.2948,INLAND,382400
-123.2,39.16,14,1908,484.0,1195,467,1.7929,<1H OCEAN,82300
-118.36,34.09,30,2353,728.0,1365,718,2.0702,<1H OCEAN,283300
-118.04,34.18,37,3134,532.0,1220,508,5.2865,INLAND,455400
-120.76,38.76,21,3509,606.0,1576,564,2.6392,INLAND,148500
-117.78,34.13,18,7798,1161.0,3710,1227,5.8819,INLAND,260500
-121.35,38.56,16,2629,491.0,1265,485,4.5066,INLAND,140200
-122.4,37.76,52,1185,246.0,480,253,4.4074,NEAR BAY,277300
-121.43,38.57,46,2443,476.0,939,457,3.5893,INLAND,142000
-117.25,32.78,36,1527,427.0,710,312,2.7857,NEAR OCEAN,291700
-120.26,37.99,12,2726,517.0,1351,474,3.5,INLAND,107100
-115.84,33.49,20,1660,379.0,637,250,2.0347,INLAND,68900
-122.02,37.26,34,1764,243.0,692,223,8.0331,<1H OCEAN,500001
-122.27,37.78,52,1222,264.0,630,265,3.7708,NEAR BAY,215300
-117.2,32.83,35,1377,350.0,792,313,2.8472,NEAR OCEAN,161400
-122.29,37.87,46,1267,324.0,792,321,2.525,NEAR BAY,165900
-120.97,37.63,39,2360,607.0,2047,605,1.7054,INLAND,58800
-117.18,32.95,4,19001,2688.0,8980,2441,6.3237,<1H OCEAN,260900
-118.12,34.1,34,2918,555.0,1435,568,4.2344,<1H OCEAN,306300
-118.36,34.17,31,1939,505.0,1584,466,2.5234,<1H OCEAN,199500
-117.04,32.79,23,2491,350.0,863,348,6.7196,<1H OCEAN,306800
-121.43,38.55,44,3514,714.0,1509,656,2.7333,INLAND,100100
-117.9,33.64,36,2017,357.0,850,348,5.0532,<1H OCEAN,310900
-117.24,32.78,44,2172,431.0,892,420,4.1742,NEAR OCEAN,342200
-121.48,38.56,52,814,216.0,327,181,2.8542,INLAND,125000
-121.67,37.99,22,1046,195.0,527,164,4.375,INLAND,213500
-118.1,34.14,26,6262,1645.0,3001,1505,3.6572,<1H OCEAN,213200
-121.96,38.35,20,1415,266.0,667,250,4.0938,INLAND,117300
-121.91,37.36,42,3224,708.0,1940,674,3.2153,<1H OCEAN,199700
-118.06,34.04,28,1516,363.0,1011,344,2.6288,<1H OCEAN,160300
-118.13,34.2,45,1213,206.0,529,231,5.6629,INLAND,234000
-117.18,32.84,30,2290,523.0,1272,472,3.5606,NEAR OCEAN,165100
-118.39,34.17,26,6429,1611.0,2806,1491,3.1929,<1H OCEAN,265200
-122.04,36.96,32,1438,306.0,802,293,4.1964,NEAR OCEAN,202000
-118.07,34.51,14,2798,459.0,1236,404,4.8667,INLAND,239900
-121.94,37.35,52,906,227.0,1662,219,3.1667,<1H OCEAN,231600
-117.39,34.07,15,1966,331.0,1118,323,3.8558,INLAND,122700
-118.46,34.04,19,3522,1036.0,1820,977,3.2663,<1H OCEAN,337500
-116.96,32.8,24,2493,693.0,1420,643,1.8357,<1H OCEAN,104200
-118.44,34.04,31,2670,662.0,1535,631,3.0714,<1H OCEAN,347800
-118.85,34.14,24,1999,244.0,759,247,8.7657,<1H OCEAN,366300
-121.56,39.08,26,1377,289.0,761,267,1.4934,INLAND,48300
-121.84,37.33,26,1934,408.0,2059,416,3.6765,<1H OCEAN,163600
-121.96,37.74,2,200,20.0,25,9,15.0001,<1H OCEAN,350000
-122.47,37.78,52,2388,507.0,1078,494,3.5221,NEAR BAY,443300
-117.48,33.91,22,3611,666.0,1869,649,4.2207,INLAND,141100
-118.33,33.89,39,1880,361.0,982,357,4.1953,<1H OCEAN,226900
-120.7,35.76,15,1914,425.0,1130,421,2.2165,<1H OCEAN,90600
-118.2,34.04,52,1249,307.0,1223,297,2.07,<1H OCEAN,136300
-122.67,38.43,17,1804,304.0,750,298,4.5588,<1H OCEAN,196400
-117.88,33.74,31,1120,296.0,1718,268,2.8077,<1H OCEAN,140300
-121.13,37.73,40,1126,220.0,667,235,3.3158,INLAND,125900
-121.39,38.55,25,2171,431.0,1053,422,3.5278,INLAND,126200
-119.09,36.21,38,1901,453.0,1613,400,1.8828,INLAND,44600
-121.93,37.73,23,2564,347.0,1043,351,6.2048,<1H OCEAN,275000
-119.1,36.21,38,727,173.0,559,176,2.4653,INLAND,49500
-118.17,34.12,37,2246,481.0,995,459,4.2944,<1H OCEAN,354700
-124.06,41.13,22,3263,799.0,1384,578,2.4708,NEAR OCEAN,119400
-121.62,36.14,25,726,274.0,411,214,3.2375,NEAR OCEAN,450000
-118.3,33.72,28,2647,658.0,1459,595,3.4474,NEAR OCEAN,253400
-121.35,37.96,21,1343,183.0,462,193,5.8995,INLAND,189900
-122.42,37.79,52,3457,1021.0,2286,994,2.565,NEAR BAY,225000
-122.52,38.27,18,2405,390.0,872,367,5.2155,<1H OCEAN,248300
-119.1,36.43,24,1039,190.0,643,193,2.6711,INLAND,71300
-121.81,38.01,47,1942,430.0,1074,393,2.2361,INLAND,105100
-124.16,40.78,46,1975,346.0,791,349,3.8,NEAR OCEAN,81800
-117.32,33.96,19,3216,666.0,1363,629,3.7585,INLAND,144500
-121.01,37.62,35,2074,477.0,1687,431,2.0885,INLAND,73700
-119.81,36.6,24,2246,462.0,1291,394,2.4006,INLAND,76400
-119.34,36.32,14,1204,227.0,633,247,3.925,INLAND,83800
-121.31,38.59,35,3295,560.0,1454,536,3.1711,INLAND,101900
-118.31,33.8,30,3096,757.0,2048,704,3.125,<1H OCEAN,233300
-121.34,38.69,17,1968,364.0,996,331,3.7031,INLAND,114300
-118.24,33.95,37,649,147.0,653,147,1.4792,<1H OCEAN,97500
-116.89,33.48,14,1016,219.0,443,169,2.8071,INLAND,137500
-122.49,37.89,23,1650,403.0,541,336,6.0238,NEAR BAY,500001
-117.85,34.14,35,2899,429.0,1251,429,6.1049,INLAND,297200
-117.09,32.73,26,3114,686.0,1948,660,2.8942,NEAR OCEAN,124100
-118.98,34.16,16,2476,402.0,1251,387,5.7676,<1H OCEAN,241300
-121.42,38.53,37,1958,367.0,1171,366,2.8298,INLAND,71200
-121.92,37.29,32,1260,199.0,560,207,6.5858,<1H OCEAN,346700
-118.21,34.14,44,1681,407.0,1105,387,3.2222,<1H OCEAN,186500
-117.09,32.83,15,4138,636.0,2001,677,4.8419,<1H OCEAN,264000
-118.27,34.15,7,2837,776.0,2287,736,3.008,<1H OCEAN,229000
-121.71,36.9,16,1680,285.0,1103,275,4.6125,<1H OCEAN,253800
-118.5,34.24,34,2634,412.0,1114,423,5.9401,<1H OCEAN,315300
-116.98,34.13,16,2098,449.0,342,143,4.0333,INLAND,133900
-116.88,32.86,9,3049,471.0,1527,515,5.0733,<1H OCEAN,196600
-118.16,33.92,36,2062,351.0,1134,358,4.4881,<1H OCEAN,218900
-118.29,34.1,39,631,298.0,744,274,2.7054,<1H OCEAN,162500
-118.0,33.81,22,2642,640.0,1702,588,3.5268,<1H OCEAN,174700
-121.35,38.62,28,4175,796.0,2032,830,3.4299,INLAND,164000
-117.38,34.0,45,2881,514.0,1470,515,3.3687,INLAND,123800
-123.58,39.66,15,1839,489.0,887,332,2.2429,<1H OCEAN,100000
-118.42,34.16,46,54,9.0,20,6,0.536,<1H OCEAN,375000
-122.47,37.99,22,7274,1002.0,2468,957,7.494,NEAR BAY,439200
-121.02,37.64,42,1437,307.0,1035,284,2.1036,INLAND,88300
-122.42,37.78,26,812,507.0,628,445,2.3304,NEAR BAY,500001
-116.94,34.24,27,12342,2630.0,1300,566,1.998,INLAND,153500
-117.83,33.89,25,1737,270.0,840,265,4.625,<1H OCEAN,245700
-119.35,36.42,18,1115,193.0,1742,176,2.7969,INLAND,123800
-118.35,34.27,32,604,108.0,314,113,6.2037,<1H OCEAN,205400
-118.02,33.9,36,2417,421.0,1276,426,5.5601,<1H OCEAN,205200
-118.52,34.19,42,881,170.0,464,163,2.9511,<1H OCEAN,203900
-121.01,37.68,33,828,123.0,373,133,5.5,INLAND,146200
-116.44,34.16,19,1867,361.0,758,321,2.8929,INLAND,98100
-117.2,32.77,31,1952,471.0,936,462,2.8621,NEAR OCEAN,196900
-121.87,37.42,25,4430,729.0,2685,721,5.6965,<1H OCEAN,261100
-118.4,33.87,34,3145,786.0,1352,727,5.0976,<1H OCEAN,469800
-118.16,33.79,25,3742,1180.0,3916,1063,2.4,NEAR OCEAN,153700
-119.23,35.74,16,2275,659.0,1914,614,2.033,INLAND,68400
-118.29,33.79,10,3708,1016.0,2855,948,2.0,<1H OCEAN,165400
-122.04,37.38,38,2850,550.0,1518,514,4.2028,<1H OCEAN,273600
-118.38,33.87,21,4151,1018.0,2054,925,4.9821,<1H OCEAN,292900
-121.37,38.64,27,1672,299.0,757,282,3.6786,INLAND,159700
-118.34,33.9,36,1158,219.0,628,253,4.7426,<1H OCEAN,242700
-117.87,33.99,21,2837,515.0,2031,555,4.9271,<1H OCEAN,209700
-118.64,34.18,33,3808,623.0,1784,615,5.1641,<1H OCEAN,263400
-117.02,33.81,10,6317,1335.0,2625,1094,2.3,INLAND,108900
-118.25,33.92,36,949,164.0,502,163,4.1042,<1H OCEAN,124400
-121.28,37.9,28,371,71.0,171,70,0.9614,INLAND,55700
-117.77,33.71,4,1646,321.0,859,300,5.5631,<1H OCEAN,227800
-118.48,34.04,47,1956,277.0,724,277,8.9616,<1H OCEAN,500001
-118.47,34.19,33,3879,943.0,2113,843,3.892,<1H OCEAN,292900
-117.04,32.63,26,2756,422.0,1166,398,5.1354,NEAR OCEAN,181600
-118.39,33.89,38,1851,332.0,750,314,7.3356,<1H OCEAN,422700
-118.19,33.9,36,2326,543.0,2073,494,1.9952,<1H OCEAN,112900
-121.83,39.1,42,1282,198.0,451,159,3.2917,INLAND,97900
-120.87,37.62,30,455,70.0,220,69,4.8958,INLAND,142500
-122.24,37.81,52,1490,238.0,634,256,6.0302,NEAR BAY,287300
-117.92,33.85,38,2082,532.0,1592,510,2.3704,<1H OCEAN,166100
-122.24,37.79,39,1469,431.0,1464,389,2.1638,NEAR BAY,105500
-118.54,34.24,24,4631,1164.0,2360,1083,3.0977,<1H OCEAN,264000
-120.19,36.61,29,1479,338.0,1408,322,2.293,INLAND,57200
-121.57,37.02,17,2889,624.0,2681,608,2.9417,INLAND,178000
-122.47,37.76,48,2064,484.0,1055,467,2.8711,NEAR BAY,329600
-121.35,38.59,29,1285,193.0,460,206,5.3243,INLAND,265700
-122.8,38.39,26,2273,474.0,1124,420,2.9453,<1H OCEAN,166700
-121.02,37.67,32,3951,797.0,1916,740,2.6722,INLAND,111500
-117.99,33.86,36,1138,228.0,725,219,3.4167,<1H OCEAN,187200
-122.11,37.37,22,1477,195.0,520,187,10.3329,NEAR BAY,500001
-118.77,34.28,26,2873,480.0,1915,475,5.3681,<1H OCEAN,187700
-120.47,37.28,19,1548,319.0,1227,309,1.7756,INLAND,73300
-121.26,37.96,40,535,105.0,335,102,2.5234,INLAND,62800
-117.13,32.7,42,1210,292.0,945,258,0.8991,NEAR OCEAN,78900
-118.2,33.98,32,1403,399.0,1506,375,2.0,<1H OCEAN,172700
-122.85,38.77,18,2856,513.0,1027,405,4.6953,<1H OCEAN,241700
-118.95,34.81,30,2817,604.0,1089,412,3.1364,INLAND,123500
-122.02,37.34,28,2488,396.0,1190,410,5.7881,<1H OCEAN,344700
-117.28,33.92,35,3623,841.0,2721,766,2.1574,INLAND,86900
-117.08,32.7,36,2103,390.0,1279,392,2.4135,NEAR OCEAN,97000
-117.04,33.01,28,922,107.0,314,97,8.4721,<1H OCEAN,342300
-117.24,32.95,18,1591,268.0,547,243,5.9547,NEAR OCEAN,329300
-122.49,38.27,8,5092,988.0,1657,936,3.5625,NEAR BAY,213200
-117.27,34.5,7,2045,342.0,878,292,6.0296,INLAND,194100
-121.35,38.0,6,1649,369.0,732,350,3.4231,INLAND,123800
-118.3,33.76,18,9659,1716.0,4336,1674,5.7764,<1H OCEAN,290500
-117.87,33.71,16,3397,686.0,1924,621,4.9148,<1H OCEAN,155500
-120.44,37.31,16,3369,532.0,1770,574,5.2662,INLAND,126200
-117.31,33.67,9,981,169.0,596,156,3.1832,<1H OCEAN,157400
-121.92,36.62,52,1001,191.0,425,184,3.7614,NEAR OCEAN,241700
-117.05,33.13,22,2427,390.0,1099,362,5.2323,<1H OCEAN,167500
-118.44,34.22,41,1030,214.0,664,223,3.8083,<1H OCEAN,183800
-122.28,37.88,52,2495,491.0,1058,464,4.1429,NEAR BAY,259600
-117.2,32.78,38,2662,498.0,1132,496,4.0057,NEAR OCEAN,241600
-117.91,33.61,38,1232,178.0,410,171,11.075,<1H OCEAN,500001
-121.75,36.91,32,1461,422.0,1494,416,2.8056,<1H OCEAN,173200
-120.85,37.08,3,3425,611.0,1588,459,4.1779,INLAND,147800
-121.99,36.98,25,2113,422.0,1365,439,4.6484,NEAR OCEAN,234600
-120.95,37.61,17,4054,654.0,2034,667,4.6833,INLAND,142200
-117.7,33.47,21,2208,534.0,1423,482,3.5915,<1H OCEAN,305600
-121.89,37.35,47,2879,631.0,2229,606,3.2599,<1H OCEAN,183100
-119.63,36.76,22,4126,614.0,1795,613,4.925,INLAND,154700
-122.17,37.7,24,1755,365.0,952,362,4.0,NEAR BAY,202600
-117.19,32.77,9,634,152.0,248,133,3.8571,NEAR OCEAN,143800
-117.78,33.7,16,1663,250.0,597,204,5.409,<1H OCEAN,233900
-117.06,32.56,17,2803,683.0,2768,676,1.7958,NEAR OCEAN,140400
-121.76,38.55,23,8800,1857.0,6330,1832,2.065,INLAND,219400
-119.27,34.29,32,2274,406.0,982,393,5.3254,NEAR OCEAN,385200
-119.02,35.41,31,2348,701.0,1413,611,1.3222,INLAND,51400
-117.35,33.98,31,4163,1242.0,3928,1076,1.6943,INLAND,85900
-121.13,36.21,34,2504,550.0,1810,547,3.4821,<1H OCEAN,113700
-117.06,33.04,17,1785,255.0,667,277,5.7382,<1H OCEAN,278000
-118.39,37.37,25,3295,824.0,1477,770,1.8325,INLAND,105800
-122.3,37.9,38,2263,522.0,1027,509,3.5125,NEAR BAY,224200
-121.64,36.72,17,4203,816.0,2900,827,4.1742,<1H OCEAN,159900
-118.08,34.08,38,1889,407.0,1330,396,3.9219,<1H OCEAN,205200
-117.87,33.69,4,2337,768.0,983,655,3.7174,<1H OCEAN,275000
-121.59,39.15,48,1783,399.0,938,374,1.6652,INLAND,58900
-121.14,38.16,14,2591,497.0,1371,479,3.5774,INLAND,113900
-121.89,38.02,36,2707,550.0,1827,545,3.3371,INLAND,94600
-118.15,33.97,32,1174,373.0,1758,361,2.4263,<1H OCEAN,158100
-122.41,37.75,52,1057,276.0,837,292,2.4531,NEAR BAY,229000
-116.99,32.74,17,3101,547.0,1410,486,3.1771,<1H OCEAN,189900
-121.97,37.52,26,3761,623.0,1776,613,4.5317,<1H OCEAN,232600
-121.94,36.97,31,1738,422.0,746,355,2.5172,NEAR OCEAN,330800
-121.28,38.61,23,2547,504.0,1235,469,2.4722,INLAND,103300
-117.9,34.09,39,1726,333.0,892,335,4.3409,<1H OCEAN,191800
-121.96,37.95,25,4026,791.0,1850,709,4.1483,INLAND,181200
-116.25,33.75,33,278,91.0,375,81,2.025,INLAND,50000
-118.15,34.02,43,2172,605.0,2386,597,2.8239,<1H OCEAN,150600
-118.43,34.08,46,778,90.0,238,93,15.0001,<1H OCEAN,500001
-118.17,34.09,45,1327,271.0,1069,284,3.3977,<1H OCEAN,153800
-117.78,33.68,15,1834,330.0,841,309,6.0634,<1H OCEAN,234300
-122.25,38.15,24,2917,543.0,1878,531,3.7014,NEAR BAY,123600
-122.3,37.88,45,453,146.0,749,137,1.475,NEAR BAY,187500
