season,mnth,weekday,weathersit,yr,hr,holiday,workingday,temp,atemp,hum,windspeed,cnt
summer,Aug,Sun,cloudy,2011,4,0,0,23.020000000000003,24.0026,83.0,11.0014,10
winter,Jan,Tue,clear,2011,7,0,1,-2.3600000000000003,-8.0008,50.0,15.0013,77
winter,Jan,Tue,clear,2012,1,1,0,8.919999999999998,5.997799999999998,43.0,27.9993,12
winter,Feb,Fri,rain,2012,12,0,1,7.040000000000001,5.997799999999998,76.0,6.0032,45
fall,Sep,Mon,cloudy,2011,13,0,0,23.96,26.002399999999994,74.0,0.0,369
spring,Jun,Thu,clear,2012,19,0,1,18.320000000000004,18.9998,73.0,19.9995,538
summer,Jul,Sat,cloudy,2012,9,0,1,24.9,28.002199999999995,79.0,8.9981,373
fall,Dec,Wed,clear,2012,10,0,1,12.68,13.0004,77.0,6.0032,184
summer,Aug,Sat,cloudy,2012,9,0,1,26.78,30.001999999999995,66.0,7.0015,396
spring,Jun,Mon,clear,2011,10,0,0,27.72,30.9986,57.99999999999999,6.0032,311
winter,Dec,Wed,cloudy,2012,4,1,0,3.28,1.0015999999999998,87.0,6.0032,1
fall,Nov,Mon,clear,2012,3,0,0,7.98,7.9975999999999985,81.0,0.0,48
winter,Dec,Sun,cloudy,2012,8,0,0,4.220000000000001,-0.0015999999999998,81.0,0.0,44
fall,Oct,Tue,clear,2011,22,0,1,15.5,15.9968,77.0,0.0,104
spring,Jun,Fri,clear,2012,11,0,1,23.020000000000003,24.9992,47.0,15.0013,237
summer,Aug,Fri,clear,2012,2,0,1,21.14,22.9994,73.0,0.0,17
fall,Dec,Tue,cloudy,2011,10,0,1,8.919999999999998,7.9975999999999985,87.0,6.0032,87
winter,Feb,Sat,cloudy,2011,6,0,1,-0.4799999999999995,-0.9982000000000006,55.00000000000001,0.0,28
winter,Dec,Mon,clear,2011,14,0,0,7.98,5.001199999999997,61.0,16.997899999999998,86
fall,Nov,Wed,clear,2011,5,0,1,15.5,15.9968,88.0,19.0012,22
spring,Jun,Mon,clear,2012,17,0,0,30.54,32.9984,41.0,19.0012,521
fall,Dec,Fri,clear,2011,7,0,1,7.040000000000001,5.001199999999997,70.0,12.998,258
spring,May,Tue,clear,2012,23,0,1,21.14,22.9994,73.0,19.0012,97
fall,Oct,Sun,cloudy,2012,23,0,0,16.44,17.0,68.0,26.0027,167
spring,May,Wed,cloudy,2012,13,0,1,25.84,28.002199999999995,51.0,15.0013,249
winter,Feb,Sat,clear,2012,21,0,1,7.98,7.000999999999998,49.0,7.0015,134
winter,Feb,Thu,cloudy,2012,14,0,1,6.1,3.998000000000001,56.00000000000001,11.0014,108
spring,May,Sat,clear,2011,7,0,1,10.8,11.000600000000002,82.0,0.0,222
spring,May,Wed,clear,2011,13,0,1,28.660000000000004,30.001999999999995,46.0,16.997899999999998,190
spring,Apr,Fri,clear,2011,12,0,1,17.380000000000003,18.0032,42.0,8.9981,145
fall,Nov,Thu,rain,2011,18,0,1,13.62,13.997,88.0,26.0027,189
spring,Mar,Thu,clear,2012,21,0,1,19.26,20.003,60.0,16.997899999999998,261
fall,Dec,Wed,cloudy,2012,13,0,1,17.380000000000003,18.0032,64.0,11.0014,272
spring,Jun,Tue,clear,2012,7,0,1,18.320000000000004,18.9998,60.0,15.0013,517
winter,Mar,Mon,clear,2011,1,0,0,8.919999999999998,7.000999999999998,66.0,8.9981,33
winter,Feb,Thu,clear,2011,3,0,1,-2.3600000000000003,-6.9976,50.0,11.0014,2
winter,Mar,Mon,cloudy,2012,6,0,0,10.8,11.000600000000002,94.0,7.0015,11
winter,Mar,Fri,cloudy,2012,14,0,1,25.84,26.998999999999995,30.0,7.0015,258
summer,Jul,Tue,clear,2012,20,0,1,29.6,34.998200000000004,59.0,8.9981,454
spring,Apr,Tue,clear,2011,3,0,1,11.739999999999998,11.997200000000005,62.0,7.0015,7
fall,Oct,Wed,rain,2012,14,0,1,20.2,20.003,88.0,8.9981,163
summer,Sep,Mon,clear,2012,21,0,0,20.2,24.9992,46.0,15.0013,206
winter,Jan,Sat,clear,2012,16,0,1,12.68,13.0004,51.0,36.9974,267
fall,Dec,Fri,cloudy,2011,11,0,1,10.8,11.000600000000002,62.0,27.9993,135
summer,Aug,Tue,clear,2012,2,0,1,20.2,20.9996,83.0,11.0014,5
spring,May,Fri,clear,2012,0,0,1,20.2,22.0028,78.0,8.9981,79
summer,Sep,Sun,clear,2011,19,0,0,24.9,28.002199999999995,74.0,8.9981,295
winter,Mar,Mon,clear,2012,9,0,0,6.1,1.9982000000000009,49.0,30.0026,118
spring,May,Mon,clear,2011,7,0,0,17.380000000000003,18.0032,88.0,7.0015,40
winter,Feb,Sun,clear,2011,16,0,0,12.68,13.0004,16.0,43.000600000000006,120
spring,Apr,Sun,clear,2012,6,0,0,15.5,15.9968,82.0,15.0013,31
fall,Dec,Wed,clear,2012,11,0,1,14.56,15.0002,63.0,15.0013,269
spring,Mar,Sun,clear,2012,12,0,0,14.56,15.0002,67.0,0.0,621
spring,May,Sun,rain,2012,15,0,0,23.020000000000003,24.9992,74.0,12.998,541
winter,Jan,Wed,clear,2012,18,0,1,-1.419999999999999,-10.0006,26.0,35.0008,224
winter,Mar,Wed,clear,2011,4,0,1,3.28,1.0015999999999998,75.0,6.0032,2
summer,Jul,Tue,clear,2011,21,0,1,24.9,28.002199999999995,84.0,0.0,194
winter,Feb,Thu,clear,2012,0,0,1,6.1,3.0014000000000003,56.00000000000001,15.0013,23
winter,Feb,Mon,clear,2011,3,0,0,4.220000000000001,3.0014000000000003,87.0,6.0032,11
fall,Nov,Mon,clear,2012,15,0,0,10.8,11.000600000000002,40.0,15.0013,449
spring,Jun,Fri,cloudy,2011,8,0,1,20.2,22.9994,69.0,8.9981,388
summer,Aug,Fri,clear,2012,5,0,1,23.020000000000003,22.9994,89.0,8.9981,41
summer,Jul,Thu,clear,2012,21,0,1,25.84,28.002199999999995,57.99999999999999,15.0013,391
fall,Oct,Wed,clear,2011,4,0,1,9.86,9.9974,87.0,8.9981,5
spring,May,Mon,clear,2011,22,0,0,20.2,20.9996,83.0,8.9981,121
winter,Jan,Sun,clear,2011,0,0,0,-6.12,-14.0002,45.0,16.997899999999998,13
winter,Mar,Sun,clear,2011,0,0,0,4.220000000000001,1.9982000000000009,60.0,8.9981,34
summer,Jul,Tue,cloudy,2012,3,0,1,23.020000000000003,22.9994,94.0,6.0032,2
summer,Jun,Tue,clear,2012,3,0,1,23.96,26.002399999999994,69.0,16.997899999999998,5
spring,Apr,Sat,clear,2012,13,0,1,21.14,24.9992,43.0,12.998,381
fall,Dec,Wed,clear,2012,11,0,1,14.56,15.0002,77.0,12.998,207
spring,Apr,Tue,cloudy,2011,13,0,1,18.320000000000004,18.9998,49.0,11.0014,169
summer,Aug,Sun,clear,2012,16,0,0,29.6,32.0018,46.0,19.9995,531
spring,Apr,Fri,clear,2012,8,0,1,8.919999999999998,7.000999999999998,46.0,15.0013,638
fall,Oct,Mon,clear,2012,19,0,0,18.320000000000004,18.9998,64.0,15.0013,336
summer,Aug,Thu,clear,2011,7,0,1,23.020000000000003,24.9992,65.0,6.0032,308
winter,Dec,Wed,cloudy,2012,16,1,0,8.919999999999998,5.997799999999998,50.0,16.997899999999998,86
winter,Jan,Mon,clear,2011,7,0,0,-1.419999999999999,-2.0013999999999985,86.0,0.0,3
fall,Dec,Fri,clear,2011,19,0,1,4.220000000000001,1.9982000000000009,56.00000000000001,7.0015,232
spring,Jun,Sun,clear,2011,11,0,0,23.020000000000003,24.9992,36.0,8.9981,369
fall,Nov,Sat,clear,2012,16,0,1,10.8,11.000600000000002,43.0,8.9981,405
spring,May,Sun,clear,2012,5,0,0,18.320000000000004,18.9998,88.0,6.0032,22
winter,Mar,Mon,cloudy,2011,0,0,0,11.739999999999998,11.997200000000005,77.0,23.9994,52
summer,Aug,Fri,clear,2011,16,0,1,27.72,30.9986,62.0,22.0028,290
summer,Jul,Wed,cloudy,2012,22,0,1,22.08,22.0028,83.0,8.9981,139
spring,Mar,Sat,cloudy,2012,4,0,1,15.5,15.9968,94.0,7.0015,3
winter,Dec,Mon,cloudy,2012,5,0,0,4.220000000000001,-0.9982000000000006,48.0,19.9995,2
fall,Oct,Tue,cloudy,2012,11,0,1,20.2,22.9994,73.0,26.0027,263
winter,Feb,Thu,clear,2011,7,0,1,-5.18,-8.997399999999999,49.0,7.0015,99
winter,Jan,Tue,clear,2011,19,0,1,-1.419999999999999,-6.001,54.0,11.0014,106
fall,Oct,Wed,clear,2011,21,0,1,12.68,13.0004,72.0,8.9981,201
winter,Jan,Sat,rain,2011,12,0,1,0.4599999999999991,-2.0013999999999985,93.0,7.0015,29
fall,Dec,Sun,cloudy,2012,20,0,0,8.919999999999998,7.000999999999998,56.99999999999999,12.998,201
spring,Apr,Thu,clear,2012,3,0,1,7.040000000000001,5.997799999999998,70.0,6.0032,3
winter,Jan,Mon,clear,2012,15,0,0,13.62,13.997,51.0,19.9995,265
spring,Jun,Thu,clear,2012,0,0,1,24.9,28.002199999999995,79.0,12.998,53
winter,Jan,Sat,clear,2012,9,0,1,3.28,-0.0015999999999998,70.0,11.0014,241
summer,Aug,Thu,clear,2012,12,0,1,26.78,28.9988,55.00000000000001,15.0013,307
spring,May,Thu,cloudy,2012,1,0,1,19.26,20.003,88.0,8.9981,21
spring,Apr,Tue,cloudy,2012,20,0,1,16.44,17.0,59.0,12.998,309
winter,Feb,Fri,clear,2011,7,0,1,-1.419999999999999,-8.0008,50.0,22.0028,87
winter,Dec,Mon,clear,2012,11,0,0,4.220000000000001,-0.9982000000000006,41.0,27.9993,136
spring,Mar,Tue,clear,2011,6,0,1,0.4599999999999991,-4.997800000000002,34.0,19.0012,40
spring,Jun,Fri,cloudy,2012,22,0,1,22.08,24.0026,65.0,15.0013,242
winter,Jan,Wed,cloudy,2012,0,0,1,6.1,3.0014000000000003,100.0,19.0012,25
spring,Apr,Tue,clear,2011,5,0,1,10.8,11.000600000000002,62.0,16.997899999999998,7
winter,Feb,Tue,clear,2012,0,0,1,3.28,-0.0015999999999998,65.0,8.9981,21
summer,Sep,Wed,clear,2012,10,0,1,21.14,24.9992,38.0,0.0,196
summer,Jul,Sat,cloudy,2011,11,0,1,26.78,30.9986,74.0,16.997899999999998,165
spring,May,Fri,clear,2012,10,0,1,24.9,26.002399999999994,39.0,26.0027,220
winter,Dec,Sun,clear,2011,21,0,0,4.220000000000001,1.0015999999999998,56.00000000000001,11.0014,19
spring,Apr,Mon,cloudy,2011,3,0,0,9.86,9.9974,87.0,8.9981,16
winter,Feb,Thu,rain,2011,3,0,1,2.34,-0.9982000000000006,93.0,8.9981,1
summer,Aug,Mon,clear,2012,11,0,0,26.78,30.001999999999995,66.0,23.9994,482
summer,Aug,Wed,cloudy,2012,12,0,1,29.6,34.0016,55.00000000000001,8.9981,283
spring,Jun,Sat,clear,2011,0,0,1,18.320000000000004,18.9998,88.0,6.0032,24
summer,Sep,Sun,cloudy,2011,13,0,0,16.44,17.0,68.0,12.998,349
spring,May,Fri,clear,2011,18,0,1,29.6,32.0018,46.0,22.0028,478
winter,Jan,Mon,clear,2011,9,0,0,-3.3,-10.9972,54.0,23.9994,28
fall,Oct,Tue,rain,2011,14,0,1,10.8,11.000600000000002,76.0,0.0,120
winter,Mar,Sat,clear,2012,13,0,1,11.739999999999998,11.997200000000005,44.0,15.0013,222
summer,Sep,Wed,rain,2011,8,0,1,17.380000000000003,18.0032,94.0,16.997899999999998,209
fall,Dec,Wed,cloudy,2012,13,0,1,9.86,9.9974,50.0,15.0013,254
fall,Nov,Tue,rain,2011,16,0,1,12.68,13.0004,94.0,15.0013,108
winter,Feb,Tue,clear,2011,10,0,1,3.28,1.0015999999999998,75.0,7.0015,55
fall,Oct,Sun,clear,2012,21,0,0,13.62,13.997,47.0,15.0013,296
winter,Feb,Fri,clear,2012,12,0,1,15.5,15.9968,42.0,16.997899999999998,224
winter,Feb,Fri,cloudy,2012,2,0,1,11.739999999999998,11.997200000000005,67.0,8.9981,9
fall,Dec,Thu,clear,2012,4,0,1,4.220000000000001,3.998000000000001,60.0,0.0,4
spring,May,Thu,cloudy,2012,11,0,1,23.020000000000003,24.9992,65.0,12.998,208
spring,Jun,Fri,cloudy,2012,2,0,1,21.14,24.9992,53.0,16.997899999999998,9
winter,Feb,Mon,clear,2011,9,0,0,2.34,-2.0013999999999985,47.0,19.0012,55
spring,May,Mon,clear,2011,5,0,0,20.2,18.0032,94.0,11.0014,6
winter,Mar,Fri,clear,2012,1,0,1,13.62,13.997,63.0,22.0028,21
spring,Jun,Fri,cloudy,2011,6,0,1,25.84,30.9986,84.0,6.0032,118
summer,Sep,Sun,clear,2012,8,0,0,18.320000000000004,18.9998,49.0,27.9993,212
winter,Mar,Mon,clear,2011,18,0,0,9.86,9.9974,40.0,23.9994,156
summer,Jul,Sat,clear,2011,2,0,1,28.660000000000004,36.998000000000005,79.0,8.9981,14
spring,May,Fri,clear,2012,2,0,1,20.2,22.0028,78.0,11.0014,16
summer,Sep,Fri,clear,2011,9,0,1,22.08,24.0026,69.0,7.0015,207
winter,Jan,Tue,clear,2011,6,0,1,-7.06,-10.9972,48.0,6.0032,15
winter,Mar,Thu,cloudy,2011,13,0,1,7.040000000000001,3.0014000000000003,76.0,23.9994,99
summer,Sep,Mon,cloudy,2011,21,0,0,17.380000000000003,18.0032,68.0,6.0032,147
summer,Jul,Sat,cloudy,2012,15,0,1,29.6,30.9986,36.0,7.0015,353
spring,Mar,Sat,clear,2011,18,0,1,6.1,3.0014000000000003,39.0,16.997899999999998,198
spring,Apr,Sat,cloudy,2011,15,0,1,18.320000000000004,18.9998,40.0,19.9995,252
fall,Dec,Wed,cloudy,2012,15,0,1,20.2,24.9992,49.0,16.997899999999998,300
spring,Apr,Thu,clear,2012,14,0,1,18.320000000000004,18.9998,22.0,23.9994,223
fall,Oct,Mon,clear,2012,22,0,0,11.739999999999998,11.997200000000005,54.0,0.0,113
fall,Dec,Sat,clear,2011,21,0,1,7.98,5.997799999999998,49.0,12.998,111
fall,Nov,Sun,clear,2011,4,0,0,4.220000000000001,-0.9982000000000006,48.0,22.0028,8
fall,Nov,Sun,cloudy,2011,6,0,0,6.1,5.001199999999997,75.0,6.0032,10
fall,Nov,Wed,clear,2011,19,0,1,13.62,13.997,59.0,0.0,278
winter,Feb,Wed,clear,2012,9,0,1,1.4000000000000004,-0.9982000000000006,75.0,7.0015,217
spring,Apr,Sat,clear,2011,10,1,0,15.5,15.9968,55.00000000000001,12.998,122
fall,Nov,Fri,clear,2012,1,0,1,6.1,5.001199999999997,75.0,7.0015,30
spring,Apr,Mon,rain,2012,19,0,0,8.919999999999998,5.001199999999997,87.0,35.0008,35
summer,Jun,Sun,clear,2011,16,0,0,27.72,28.9988,43.0,19.9995,410
summer,Sep,Fri,clear,2011,3,0,1,21.14,22.9994,73.0,6.0032,8
spring,May,Mon,cloudy,2012,9,0,0,16.44,17.0,83.0,11.0014,191
spring,May,Wed,cloudy,2012,17,0,1,22.08,24.0026,69.0,19.0012,717
winter,Feb,Tue,rain,2011,19,0,1,12.68,13.0004,88.0,40.9973,80
fall,Oct,Mon,clear,2012,0,0,0,10.8,11.000600000000002,71.0,16.997899999999998,111
spring,May,Thu,clear,2011,18,0,1,11.739999999999998,11.997200000000005,67.0,16.997899999999998,396
winter,Jan,Fri,clear,2012,4,0,1,5.160000000000002,5.001199999999997,75.0,0.0,3
winter,Dec,Mon,clear,2011,7,0,0,2.34,-0.0015999999999998,80.0,7.0015,4
winter,Feb,Fri,clear,2011,15,0,1,20.2,24.0026,28.000000000000004,16.997899999999998,106
winter,Feb,Thu,clear,2012,5,0,1,4.220000000000001,3.0014000000000003,75.0,6.0032,29
winter,Dec,Thu,clear,2011,5,0,1,7.040000000000001,3.0014000000000003,56.99999999999999,23.9994,9
fall,Oct,Wed,clear,2011,22,0,1,13.62,13.997,67.0,12.998,170
summer,Sep,Sat,clear,2012,3,0,1,17.380000000000003,18.0032,77.0,0.0,14
winter,Dec,Mon,clear,2011,2,0,0,2.34,1.0015999999999998,75.0,6.0032,2
winter,Feb,Wed,cloudy,2011,8,0,1,-2.3600000000000003,-8.0008,80.0,16.997899999999998,114
summer,Jul,Tue,clear,2012,3,0,1,23.020000000000003,24.0026,83.0,0.0,3
spring,Jun,Tue,clear,2012,1,0,1,23.020000000000003,24.9992,74.0,11.0014,24
spring,May,Fri,cloudy,2011,10,0,1,17.380000000000003,18.0032,68.0,15.0013,147
spring,Jun,Wed,rain,2011,17,0,1,22.08,24.9992,50.0,19.0012,569
winter,Mar,Sun,clear,2012,19,0,0,7.98,7.9975999999999985,25.0,0.0,184
winter,Feb,Tue,clear,2012,10,0,1,2.34,-0.0015999999999998,75.0,7.0015,116
fall,Nov,Wed,clear,2011,18,0,1,11.739999999999998,11.997200000000005,57.99999999999999,7.0015,460
fall,Sep,Thu,clear,2012,0,0,1,19.26,20.003,64.0,19.9995,40
summer,Aug,Sat,clear,2011,7,0,1,22.08,24.9992,44.0,11.0014,264
fall,Nov,Tue,clear,2012,15,0,1,9.86,9.9974,40.0,19.0012,231
summer,Sep,Sat,cloudy,2011,13,0,1,17.380000000000003,18.0032,42.0,0.0,223
summer,Sep,Fri,rain,2012,11,0,1,24.9,28.002199999999995,84.0,11.0014,62
spring,Jun,Thu,clear,2011,13,0,1,26.78,26.998999999999995,28.000000000000004,19.0012,189
summer,Jul,Fri,clear,2012,7,0,1,26.78,28.9988,57.99999999999999,19.0012,473
spring,Apr,Wed,clear,2011,17,0,1,11.739999999999998,11.997200000000005,38.0,27.9993,273
spring,May,Tue,cloudy,2012,15,0,1,22.08,24.0026,73.0,12.998,225
winter,Feb,Wed,cloudy,2012,14,0,1,7.040000000000001,3.0014000000000003,53.0,26.0027,124
winter,Feb,Mon,clear,2012,22,0,0,4.220000000000001,1.9982000000000009,60.0,7.0015,191
winter,Feb,Wed,clear,2012,10,0,1,6.1,1.9982000000000009,42.0,19.9995,132
winter,Jan,Wed,clear,2012,11,0,1,0.4599999999999991,-6.9976,37.0,35.0008,75
winter,Jan,Sat,cloudy,2012,6,0,1,4.220000000000001,1.0015999999999998,75.0,15.0013,73
summer,Sep,Tue,cloudy,2011,20,0,1,18.320000000000004,18.9998,68.0,8.9981,231
fall,Dec,Sat,cloudy,2011,21,0,1,7.040000000000001,5.001199999999997,45.0,11.0014,102
fall,Dec,Wed,cloudy,2011,22,0,1,8.919999999999998,9.000800000000002,66.0,0.0,107
summer,Aug,Thu,clear,2011,22,0,1,24.9,26.998999999999995,65.0,23.9994,181
spring,May,Thu,cloudy,2012,10,0,1,21.14,24.0026,69.0,19.0012,177
winter,Mar,Tue,clear,2012,1,0,1,9.86,9.9974,50.0,8.9981,10
spring,Apr,Wed,clear,2012,12,0,1,16.44,17.0,25.0,0.0,331
spring,Jun,Wed,clear,2011,20,0,1,26.78,28.9988,56.00000000000001,8.9981,346
fall,Nov,Sat,clear,2011,9,1,0,7.040000000000001,3.0014000000000003,45.0,30.0026,201
winter,Feb,Tue,clear,2012,5,0,1,2.34,-0.9982000000000006,80.0,8.9981,16
fall,Nov,Fri,clear,2012,17,1,0,12.68,13.0004,35.0,0.0,109
fall,Nov,Mon,clear,2012,22,0,0,6.1,3.0014000000000003,52.0,19.0012,79
spring,Apr,Thu,clear,2012,5,0,1,11.739999999999998,11.997200000000005,67.0,6.0032,27
summer,Jul,Wed,clear,2012,12,0,1,29.6,30.9986,41.0,8.9981,272
winter,Mar,Wed,clear,2012,8,0,1,13.62,13.997,82.0,19.0012,593
fall,Oct,Thu,cloudy,2012,5,0,1,8.919999999999998,9.000800000000002,81.0,0.0,41
winter,Jan,Mon,clear,2011,0,0,0,-3.3,-10.9972,42.0,26.0027,25
winter,Feb,Wed,clear,2011,10,0,1,2.34,-4.001200000000001,47.0,36.9974,48
fall,Nov,Sun,clear,2011,0,0,0,7.98,7.000999999999998,76.0,7.0015,47
fall,Nov,Thu,clear,2012,18,0,1,7.040000000000001,3.998000000000001,33.0,19.0012,542
summer,Jun,Fri,cloudy,2011,4,0,1,24.9,28.002199999999995,79.0,8.9981,7
summer,Aug,Sat,clear,2011,1,0,1,22.08,24.9992,53.0,8.9981,23
fall,Nov,Sun,clear,2012,5,0,0,3.28,-0.0015999999999998,70.0,11.0014,11
spring,Apr,Mon,clear,2012,20,0,0,18.320000000000004,18.9998,28.000000000000004,27.9993,211
fall,Dec,Wed,cloudy,2011,13,0,1,12.68,13.0004,54.0,8.9981,181
winter,Mar,Sat,cloudy,2011,6,0,1,-0.4799999999999995,-2.9979999999999998,74.0,6.0032,29
fall,Nov,Thu,cloudy,2012,5,0,1,4.220000000000001,1.9982000000000009,70.0,8.9981,39
fall,Dec,Fri,cloudy,2012,4,0,1,6.1,5.001199999999997,70.0,6.0032,6
fall,Oct,Mon,clear,2011,6,0,0,9.86,9.9974,66.0,11.0014,10
spring,Apr,Wed,clear,2011,0,0,1,21.14,24.9992,50.0,7.0015,22
summer,Aug,Sun,clear,2011,9,0,0,26.78,30.001999999999995,70.0,15.0013,215
summer,Sep,Tue,cloudy,2011,5,1,0,23.020000000000003,24.9992,74.0,11.0014,6
winter,Mar,Tue,clear,2012,0,0,1,14.56,15.0002,82.0,7.0015,23
spring,May,Sat,clear,2012,1,0,1,20.2,22.0028,78.0,7.0015,48
fall,Sep,Wed,clear,2011,21,0,1,20.2,20.9996,83.0,0.0,196
spring,Apr,Wed,clear,2012,9,0,1,11.739999999999998,11.997200000000005,67.0,12.998,319
winter,Mar,Fri,clear,2012,11,0,1,18.320000000000004,18.9998,43.0,12.998,168
fall,Nov,Sat,cloudy,2012,19,0,1,9.86,9.9974,43.0,19.9995,374
summer,Aug,Wed,cloudy,2012,21,0,1,25.84,30.001999999999995,74.0,0.0,317
winter,Mar,Sat,clear,2011,22,0,1,6.1,3.998000000000001,52.0,11.0014,64
summer,Aug,Fri,cloudy,2011,0,0,1,23.96,26.002399999999994,89.0,6.0032,17
spring,Mar,Thu,clear,2012,1,0,1,8.919999999999998,5.997799999999998,46.0,19.9995,8
winter,Jan,Sun,cloudy,2012,16,0,0,1.4000000000000004,-4.001200000000001,80.0,19.9995,118
fall,Oct,Wed,cloudy,2011,2,0,1,16.44,17.0,94.0,8.9981,5
summer,Jul,Sat,clear,2011,18,0,1,34.300000000000004,38.0012,37.0,11.0014,284
summer,Sep,Thu,clear,2012,22,0,1,15.5,15.9968,63.0,6.0032,229
winter,Feb,Fri,clear,2011,22,0,1,-2.3600000000000003,-2.9979999999999998,39.0,0.0,51
summer,Jul,Fri,clear,2012,7,0,1,22.08,24.0026,73.0,8.9981,512
summer,Aug,Thu,clear,2011,7,0,1,20.2,24.0026,64.0,6.0032,308
spring,Apr,Thu,clear,2011,18,0,1,16.44,17.0,29.0,23.9994,325
summer,Jul,Sat,cloudy,2012,4,0,1,23.020000000000003,22.9994,89.0,11.0014,9
winter,Jan,Sat,cloudy,2012,7,0,1,3.28,3.0014000000000003,65.0,0.0,205
winter,Mar,Sat,clear,2012,6,0,1,6.1,5.997799999999998,70.0,0.0,92
fall,Nov,Wed,cloudy,2012,10,0,1,10.8,11.000600000000002,66.0,6.0032,176
spring,Apr,Mon,clear,2011,6,0,0,8.919999999999998,5.001199999999997,66.0,30.0026,8
fall,Oct,Tue,clear,2012,16,0,1,18.320000000000004,18.9998,64.0,19.9995,447
summer,Aug,Fri,clear,2012,19,0,1,27.72,28.9988,48.0,8.9981,610
fall,Nov,Sun,clear,2011,17,0,0,10.8,11.000600000000002,40.0,12.998,232
summer,Aug,Sat,clear,2011,15,0,1,29.6,32.9984,49.0,7.0015,222
spring,Apr,Wed,cloudy,2011,1,0,1,21.14,24.9992,50.0,6.0032,13
fall,Dec,Mon,cloudy,2012,0,0,0,10.8,11.000600000000002,87.0,8.9981,118
winter,Jan,Mon,clear,2012,4,0,0,7.040000000000001,3.998000000000001,49.0,16.997899999999998,6
spring,May,Fri,clear,2011,16,0,1,19.26,20.003,24.0,27.9993,269
summer,Jul,Fri,clear,2012,7,0,1,24.9,28.002199999999995,74.0,16.997899999999998,495
fall,Oct,Wed,cloudy,2012,15,0,1,16.44,17.0,63.0,11.0014,254
winter,Jan,Mon,clear,2012,13,0,0,10.8,11.000600000000002,37.0,19.9995,343
fall,Dec,Fri,cloudy,2011,1,0,1,7.040000000000001,5.001199999999997,70.0,11.0014,20
summer,Aug,Sat,clear,2012,12,0,1,30.54,-0.0015999999999998,41.0,15.0013,365
summer,Aug,Sat,clear,2012,3,0,1,22.08,-0.0015999999999998,65.0,7.0015,6
winter,Mar,Tue,clear,2011,23,0,1,7.040000000000001,7.000999999999998,53.0,0.0,19
summer,Sep,Fri,cloudy,2011,8,0,1,20.2,17.0,100.0,11.0014,415
spring,Jun,Tue,clear,2011,19,0,1,23.020000000000003,24.9992,39.0,19.0012,423
spring,Apr,Sat,rain,2011,12,0,1,7.98,5.997799999999998,76.0,8.9981,80
summer,Aug,Sun,clear,2012,12,0,0,27.72,30.9986,57.99999999999999,15.0013,546
summer,Aug,Wed,cloudy,2012,13,0,1,29.6,32.9984,52.0,12.998,253
winter,Feb,Thu,clear,2011,13,0,1,7.98,5.997799999999998,93.0,11.0014,75
summer,Jul,Thu,clear,2012,2,1,0,23.020000000000003,24.0026,83.0,8.9981,93
summer,Aug,Tue,clear,2011,16,0,1,26.78,26.998999999999995,30.0,26.0027,320
summer,Aug,Tue,clear,2012,19,0,1,26.78,30.001999999999995,70.0,15.0013,573
summer,Jul,Wed,clear,2011,3,0,1,25.84,28.9988,70.0,11.0014,3
spring,May,Mon,clear,2011,20,0,0,17.380000000000003,18.0032,88.0,0.0,191
fall,Oct,Mon,clear,2011,12,0,0,19.26,20.003,35.0,16.997899999999998,444
winter,Jan,Tue,clear,2012,11,1,0,4.220000000000001,-2.0013999999999985,35.0,32.9975,175
fall,Oct,Wed,rain,2012,13,0,1,6.1,1.9982000000000009,81.0,23.9994,116
fall,Nov,Fri,cloudy,2012,16,0,1,8.919999999999998,7.000999999999998,56.99999999999999,12.998,342
spring,May,Wed,clear,2011,21,0,1,27.72,32.0018,66.0,7.0015,210
winter,Mar,Mon,clear,2011,8,0,0,5.160000000000002,1.9982000000000009,56.00000000000001,11.0014,37
fall,Nov,Thu,clear,2011,10,0,1,10.8,11.000600000000002,76.0,7.0015,105
summer,Jul,Sun,clear,2011,21,0,0,26.78,28.002199999999995,48.0,12.998,232
spring,Jun,Thu,clear,2012,1,0,1,22.08,22.9994,78.0,0.0,28
fall,Nov,Wed,clear,2011,14,0,1,15.5,15.9968,48.0,16.997899999999998,150
fall,Oct,Sat,cloudy,2011,18,0,1,8.919999999999998,7.000999999999998,53.0,11.0014,368
summer,Jun,Wed,clear,2012,1,0,1,20.2,24.9992,35.0,26.0027,30
spring,Apr,Sun,clear,2012,2,0,0,9.86,9.9974,66.0,8.9981,56
winter,Jan,Fri,rain,2012,3,0,1,8.919999999999998,7.000999999999998,93.0,16.997899999999998,3
spring,Apr,Wed,rain,2011,5,0,1,13.62,13.997,94.0,19.9995,5
fall,Dec,Fri,clear,2011,17,0,1,8.919999999999998,7.000999999999998,46.0,8.9981,418
spring,May,Sun,clear,2011,9,0,0,20.2,24.0026,64.0,15.0013,225
spring,Apr,Wed,cloudy,2011,3,0,1,19.26,20.003,56.00000000000001,8.9981,1
winter,Mar,Sun,cloudy,2011,1,0,0,19.26,20.003,46.0,23.9994,51
fall,Oct,Sun,clear,2011,15,0,0,23.020000000000003,24.9992,39.0,0.0,496
spring,May,Sun,clear,2011,15,0,0,20.2,24.9992,38.0,16.997899999999998,378
summer,Sep,Thu,cloudy,2012,2,0,1,17.380000000000003,18.0032,64.0,22.0028,3
